1393610411,48.6979722222,78.0303333333,285.280027778
1393614396,14.2005277778,300.562305556,299.469888889
1393615990,44.0515277778,98.7879444444,299.400444444
1393616389,57.1975833333,102.222694444,299.449361111
1393630735,24.1245,322.897472222,291.037583333
1393631532,5.71375,256.433416667,149.297861111
1393753980,46.9836944444,332.499333333,182.067861111
1393753993,47.3288611111,331.997083333,181.869305556
1394143232,79.6618888889,110.54925,245.2735
1394248043,62.2520555556,170.11,149.392055556
1394248441,63.4625277778,138.354305556,149.730916667
1394249637,44.1570277778,65.1566111111,149.242444444
1394250434,28.0999722222,22.5644444444,149.575972222
1394250832,23.7648611111,354.230472222,150.092166667
1394251231,24.4006388889,323.302277778,149.116277778
1394251630,29.64425,296.111444444,148.938027778
1394253223,59.6132777778,208.288416667,149.161111111
1394253622,61.8880555556,178.370416667,149.02475
1394254419,53.5625,123.520111111,149.354472222
1394254818,45.6526111111,102.608361111,149.680388889
1394255216,37.2450555556,82.7516111111,150.28275
1394255615,29.5877777778,60.4619722222,149.082861111
1394256013,24.4774444444,33.21475,149.242166667
1394256412,23.9684444444,2.35983333333,149.297444444
1394256810,28.36075,334.21625,149.512666667
1394257209,35.7861944444,311.348916667,150.018444444
1394257607,44.3449722222,291.689388889,149.136638889
1394263166,50.1622777778,311.421,149.248166667
1394263176,50.4029166667,310.971166667,149.309027778
1394344086,26.1265833333,69.5109722222,181.469888889
1394344485,22.2039722222,39.6316111111,181.246972222
1394344883,23.7476944444,8.11933333333,181.048444444
1394345680,38.4860833333,321.109361111,181.764916667
1394346079,47.7009444444,302.650833333,181.546888889
1394346477,56.3765555556,282.668666667,181.338611111
1394348071,55.0280277778,168.176222222,181.638138889
1394348470,45.7445555556,149.464166667,181.415805556
1394348868,35.8079166667,132.220833333,181.208833333
1394350064,17.5513611111,47.9605833333,181.713194444
1394350861,32.4035277778,354.773416667,181.284833333
1394351700,54.4354722222,320.798388889,181.38075
1394351945,60.4283888889,309.0445,181.164583333
1394352056,62.9131944444,302.729111111,181.801055556
1394352455,69.5006944444,271.988305556,181.584888889
1394353252,63.0709166667,201.124388889,181.1565
1394354049,42.1672222222,167.656944444,181.872277778
1394354447,30.6827777778,153.572555556,181.675555556
1394354846,19.5012777778,134.113527778,181.454138889
1394355244,11.1582777778,99.9434166667,181.246416667
1394355643,12.4725833333,54.7031388889,181.034277778
1394434657,53.7039722222,308.398138889,156.995527778
1394726665,9.56677777778,96.4387222222,301.550694444
1394727064,24.9735,101.935305556,301.556972222
1394727462,38.7118333333,105.358527778,301.547305556
1394727861,52.0068055556,108.305083333,301.53925
1394728259,65.0674722222,111.387611111,301.543444444
1394729853,62.9106388889,293.930472222,301.549527778
1394730252,49.7482777778,296.349638889,301.541805556
1394730650,36.3769166667,298.299305556,301.546444444
1394731846,68.5813611111,291.747777778,299.503305556
1394732245,2.72572222222,125.329611111,299.663416667
1394732643,21.03975,126.19675,299.476138889
1394733042,35.1707222222,127.058277778,299.248388889
1394733440,48.6037222222,127.610222222,299.010833333
1394733839,61.8045,127.434555556,299.532611111
1394734237,74.81425,124.83225,299.738
1394735034,78.74225,325.367083333,299.345833333
